INCIDENT_KEY,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
85209346,1041906.562500000000000,194066.890625000000000,40.699165950000100,-73.792068184999900,POINT (-73.79206818499995 40.699165950000065)
46538075,1003815.500000000000000,191542.750000000000000,40.692403963000100,-73.929447426000000,POINT (-73.92944742599997 40.69240396300006)
37207873,1021008.562500000000000,182982.656250000000000,40.668853764000100,-73.867495280000000,POINT (-73.86749527999996 40.66885376400006)
94814972,986800.687500000000000,209942.640625000000000,40.742928512000000,-73.990796587000000,POINT (-73.99079658699998 40.74292851200005)
33654457,998362.500000000000000,231047.625000000000000,40.80084529100000,-73.949028279999900,POINT (-73.94902827999994 40.80084529100003)
214729488,1009325.687500000000000,191646.718750000000000,40.692675437000000,-73.909577083000000,POINT (-73.90957708299999 40.69267543700005)
75546157,1017192.312500000000000,182303.828125000000000,40.66700555500010,-73.881255284000000,POINT (-73.88125528399996 40.66700555500006)
88638007,1023179.000000000000000,253066.531250000000000,40.861206319000100,-73.85926548600000,POINT (-73.85926548599997 40.861206319000075)
72058235,961252.000000000000000,166311.203125000000000,40.623140669000100,-74.082847143000000,POINT (-74.08284714299998 40.623140669000065)
16631430,996949.062500000000000,176623.203125000000000,40.651465665000000,-73.954236189000000,POINT (-73.95423618899997 40.651465665000046)
55177455,1005390.750000000000000,245671.031250000000000,40.840968385000100,-73.92359677100000,POINT (-73.92359677099995 40.84096838500005)
153724448,1001964.000000000000000,186901.890625000000000,40.679669767000100,-73.936136211000000,POINT (-73.93613621099996 40.679669767000064)
24248675,1056437.875000000000000,196519.828125000000000,40.705792053000000,-73.739636284000000,POINT (-73.73963628399997 40.70579205300004)
73492927,1016055.937500000000000,181962.265625000000000,40.666072198000100,-73.885353147000000,POINT (-73.88535314699999 40.66607219800005)
16631508,1014901.625000000000000,256702.156250000000000,40.87121761800010,-73.88917315500000,POINT (-73.88917315499998 40.87121761800006)
152662569,1006537.812500000000000,170246.609375000000000,40.633944348000100,-73.919701051999900,POINT (-73.91970105199994 40.63394434800006)
230418793,1023464,262043,40.88584267800010,-73.85818261899990,POINT (-73.85818261899993 40.88584267800008)
142961824,1013706.250000000000000,252409.140625000000000,40.859438669000000,-73.893514184000000,POINT (-73.89351418399997 40.85943866900004)
69223004,1049832.000000000000000,156463.000000000000000,40.595896589000100,-73.763851522000000,POINT (-73.76385152199998 40.59589658900006)
224817400,999297,233439,40.807407416000000,-73.94564758500000,POINT (-73.94564758499997 40.807407416000046)
138429906,1022332.250000000000000,208314.734375000000000,40.738378696000000,-73.86258044800000,POINT (-73.86258044799996 40.73837869600004)
171866986,1018108.875000000000000,174057.375000000000000,40.644367407000100,-73.877992784000000,POINT (-73.87799278399996 40.64436740700006)
211767651,1006159.687500000000000,180446.515625000000000,40.661941820000000,-73.921030262000000,POINT (-73.92103026199999 40.66194182000004)
173914520,1005207.000000000000000,233367.000000000000000,40.807197754000100,-73.92429928699990,POINT (-73.92429928699994 40.80719775400007)
74648839,1006176.375000000000000,243359.890625000000000,40.834623060000100,-73.920765003000000,POINT (-73.920765003 40.83462306000007)
73719656,1002230.000000000000000,176647.000000000000000,40.65152183500000,-73.935204534000000,POINT (-73.93520453399998 40.65152183500004)
82124624,1017215.625000000000000,234322.250000000000000,40.809783005000000,-73.880916347000000,POINT (-73.88091634699998 40.80978300500004)
201384969,1006119.937500000000000,181462.625000000000000,40.664730913000000,-73.92117024100000,POINT (-73.92117024099997 40.66473091300003)
235964022,1007170,179259,40.65867979500010,-73.91739273500000,POINT (-73.91739273499996 40.65867979500007)
140105763,1009021.937500000000000,240724.609375000000000,40.827382449000000,-73.910491587000000,POINT (-73.91049158699997 40.82738244900003)
63106907,1021795.625000000000000,244103.671875000000000,40.836611934000100,-73.864316838000000,POINT (-73.86431683799998 40.83661193400008)
25313903,999584.125000000000000,230371.125000000000000,40.798986447000100,-73.944617417000000,POINT (-73.94461741699996 40.79898644700006)
65323134,997912.000000000000000,182352.000000000000000,40.667188518000000,-73.950754322000000,POINT (-73.95075432199997 40.667188518000046)
88547669,1002985.000000000000000,170612.000000000000000,40.634955494000100,-73.93250040100000,POINT (-73.93250040099997 40.63495549400005)
28883127,999008.062500000000000,181466.671875000000000,40.664756731000100,-73.946805307000000,POINT (-73.94680530699998 40.66475673100007)
36260245,1006434.000000000000000,244344.000000000000000,40.837323511000100,-73.919830756999900,POINT (-73.91983075699994 40.83732351100008)
45710115,997003.937500000000000,236785.796875000000000,40.816597050000000,-73.953924392000000,POINT (-73.95392439199998 40.81659705000004)
140591801,1007546.312500000000000,220781.218750000000000,40.772647318000100,-73.915892734000000,POINT (-73.91589273399995 40.772647318000054)
178830276,1018899.187500000000000,259203.562500000000000,40.878068416000100,-73.87470609100000,POINT (-73.87470609099995 40.878068416000076)
93924058,1003019.625000000000000,183622.546875000000000,40.670666532000000,-73.932339444000000,POINT (-73.93233944399998 40.67066653200004)
75866798,1050733.750000000000000,197177.781250000000000,40.707642669000100,-73.760203156000000,POINT (-73.76020315599999 40.70764266900005)
166413154,998173.125000000000000,227824.062500000000000,40.791997787000100,-73.949718968999900,POINT (-73.94971896899995 40.79199778700007)
32787000,1008798.000000000000000,238971.000000000000000,40.822569916000100,-73.91130716899990,POINT (-73.91130716899994 40.82256991600008)
227950667,1003481,229777,40.797348115000000,-73.93054433100000,POINT (-73.93054433099996 40.797348115000034)
93312839,983438.687500000000000,185085.531250000000000,40.674701954000100,-74.002926294000000,POINT (-74.00292629399996 40.67470195400006)
49834896,1013768.187500000000000,236671.531250000000000,40.816243315000100,-73.893359534999900,POINT (-73.89335953499995 40.816243315000065)
10804594,1041708.750000000000000,196834.937500000000000,40.706764855000100,-73.792757959000000,POINT (-73.79275795899997 40.706764855000074)
226654026,986568,214237,40.75471551300010,-73.99163482500000,POINT (-73.99163482499995 40.75471551300007)
204458419,1025537.812500000000000,259944.468750000000000,40.880073413000000,-73.850695551999900,POINT (-73.85069555199993 40.88007341300005)
140435608,1008331.312500000000000,189878.453125000000000,40.687824718000100,-73.913169174000000,POINT (-73.91316917399996 40.68782471800006)
61170259,1003616.562500000000000,179560.718750000000000,40.659516431000000,-73.930199230000000,POINT (-73.93019922999997 40.65951643100004)
236325239,998344,180070,40.66092425800010,-73.94920187100000,POINT (-73.94920187099996 40.66092425800008)
215767017,996824.375000000000000,182756.406250000000000,40.668300135000000,-73.954674105000000,POINT (-73.95467410499998 40.66830013500004)
85875439,1011046.687500000000000,239814.234375000000000,40.824877819000100,-73.903179084000000,POINT (-73.90317908399999 40.82487781900005)
79896470,1009166.562500000000000,184322.906250000000000,40.672573696000000,-73.910177977000000,POINT (-73.91017797699999 40.67257369600003)
174579221,1008788.937500000000000,177637.093750000000000,40.65422368000000,-73.911563633999900,POINT (-73.91156363399995 40.65422368000003)
80605485,1039007.750000000000000,192247.015625000000000,40.694189239000000,-73.802537252000000,POINT (-73.802537252 40.694189239000025)
190170259,1023326.000000000000000,266681.000000000000000,40.898573117000100,-73.858654636000000,POINT (-73.85865463599998 40.89857311700007)
10953934,1011092.375000000000000,244692.187500000000000,40.838266255000100,-73.902994486999900,POINT (-73.90299448699994 40.838266255000065)
77066910,1000194.000000000000000,195423.000000000000000,40.703061610000100,-73.942497519000000,POINT (-73.94249751899997 40.70306161000008)
23354127,1045337.437500000000000,195611.015625000000000,40.703381180000100,-73.779681083999900,POINT (-73.77968108399995 40.703381180000065)
10411006,1046692.875000000000000,194050.046875000000000,40.69908723900010,-73.774807004000000,POINT (-73.77480700399997 40.69908723900005)
234208836,991495,226842,40.78931028700000,-73.97383765099990,POINT (-73.97383765099994 40.78931028700004)
84340916,1014641.687500000000000,240067.515625000000000,40.825561366000000,-73.89018841800000,POINT (-73.89018841799998 40.825561366000045)
168461315,987441.437500000000000,188309.125000000000000,40.683549453000100,-73.988494515999900,POINT (-73.98849451599995 40.68354945300007)
156521519,1005435.187500000000000,180851.500000000000000,40.663055175000100,-73.923640373000000,POINT (-73.92364037299996 40.66305517500007)
91612689,998386.875000000000000,179552.468750000000000,40.659503679000100,-73.94904841999990,POINT (-73.94904841999994 40.65950367900007)
75544372,1001372.000000000000000,231232.593750000000000,40.801347660000000,-73.93815774900000,POINT (-73.93815774899997 40.80134766000003)
87515017,1012285.000000000000000,182961.000000000000000,40.668826243000100,-73.898941775000000,POINT (-73.89894177499997 40.66882624300007)
237508167,1013928,248058,40.84749534600010,-73.89273179900000,POINT (-73.89273179899999 40.84749534600007)
33725015,1017541.562500000000000,255918.875000000000000,40.869058190000000,-73.879631731000000,POINT (-73.87963173099996 40.86905819000003)
182363095,1007685.750000000000000,187487.171875000000000,40.681262932000000,-73.915505255000000,POINT (-73.91550525499997 40.68126293200004)
68994302,1018807.687500000000000,184705.734375000000000,40.673592088000100,-73.875420084000000,POINT (-73.87542008399998 40.67359208800008)
28980868,997834.937500000000000,230900.046875000000000,40.800441056000100,-73.950934090000000,POINT (-73.95093408999998 40.80044105600007)
88329917,1060126.375000000000000,178704.250000000000000,40.656861710000000,-73.726533390000000,POINT (-73.72653338999999 40.656861710000044)
60025216,1027097.625000000000000,187588.015625000000000,40.681467047000100,-73.845516376000000,POINT (-73.84551637599998 40.68146704700007)
36379172,1014591.812500000000000,182832.343750000000000,40.668465506000100,-73.890626837999900,POINT (-73.89062683799995 40.668465506000075)
51678152,1011719.750000000000000,172163.421875000000000,40.639191034000100,-73.901023347000000,POINT (-73.90102334699998 40.63919103400008)
140186726,1002693.625000000000000,171002.906250000000000,40.636029061000000,-73.933549139000000,POINT (-73.93354913899998 40.636029061000045)
148865203,1010778.250000000000000,251898.328125000000000,40.858045926000000,-73.904101208000000,POINT (-73.90410120799999 40.858045926000045)
197997725,1016409.375000000000000,178125.484375000000000,40.65553981000010,-73.884097439000000,POINT (-73.88409743899996 40.65553981000005)
83859901,988761.187500000000000,194229.640625000000000,40.699799330000100,-73.983732109999900,POINT (-73.98373210999995 40.699799330000076)
199247701,999925.312500000000000,214506.812500000000000,40.755442491000100,-73.943422118999900,POINT (-73.94342211899993 40.75544249100005)
92563658,1010568.000000000000000,244918.843750000000000,40.838889939000100,-73.904888661000000,POINT (-73.90488866099997 40.83888993900007)
168080334,997696.250000000000000,182040.875000000000000,40.666334881000100,-73.951532652000000,POINT (-73.95153265199997 40.66633488100007)
150543224,1000927.562500000000000,236479.765625000000000,40.815750544000000,-73.939749996000000,POINT (-73.93974999599999 40.815750544000025)
32178480,1026071.875000000000000,259029.531250000000000,40.877559682000000,-73.84876997899990,POINT (-73.84876997899994 40.87755968200003)
80149332,1013251.125000000000000,243004.640625000000000,40.833627604000100,-73.895200179000000,POINT (-73.89520017899997 40.83362760400007)
159596333,998493.875000000000000,186459.890625000000000,40.678462840000100,-73.948648169000000,POINT (-73.94864816899997 40.678462840000066)
222075197,1035884.437500000000000,195283.906250000000000,40.702543552000100,-73.813777043000000,POINT (-73.81377704299996 40.702543552000066)
169924413,1020929.187500000000000,254200.828125000000000,40.864329253000100,-73.867392778999900,POINT (-73.86739277899994 40.86432925300005)
36362038,999028.812500000000000,231930.578125000000000,40.803267666000100,-73.946619671000000,POINT (-73.94661967099995 40.80326766600007)
52409038,1015587.562500000000000,256445.359375000000000,40.870510382000100,-73.886694187000000,POINT (-73.88669418699999 40.87051038200008)
217077237,1053352.500000000000000,191764.078125000000000,40.692763313000100,-73.750813259000000,POINT (-73.75081325899998 40.69276331300006)
159282177,1014473.187500000000000,184104.640625000000000,40.671958080000000,-73.891048747000000,POINT (-73.89104874699996 40.671958080000024)
229507142,1048630,192944,40.696037527000000,-73.76783154700000,POINT (-73.76783154699996 40.696037527000044)
10187489,1032035.875000000000000,248097.890625000000000,40.847525407000000,-73.827281638000000,POINT (-73.82728163799999 40.847525407000035)
62525250,1057585.000000000000000,180908.000000000000000,40.662931904000100,-73.735668803999900,POINT (-73.73566880399994 40.66293190400006)
229507546,1012076,239818,40.82488497200010,-73.89945993700000,POINT (-73.89945993699997 40.82488497200006)
49514585,1005218.000000000000000,190528.000000000000000,40.689615497000000,-73.924393112000000,POINT (-73.92439311199996 40.689615497000034)
73063488,1014720.000000000000000,182857.000000000000000,40.668532742000000,-73.890164642999900,POINT (-73.89016464299993 40.668532742000025)
75432709,1012667.812500000000000,183036.937500000000000,40.669033454000000,-73.897561504999900,POINT (-73.89756150499994 40.66903345400004)
160509155,1008996.250000000000000,186265.921875000000000,40.677907312000100,-73.910784813000000,POINT (-73.91078481299996 40.67790731200006)
137473574,1005558.500000000000000,185072.937500000000000,40.674641782000000,-73.923182556000000,POINT (-73.92318255599997 40.67464178200004)
70881715,1006057.437500000000000,190747.859375000000000,40.690216932000100,-73.921365481999900,POINT (-73.92136548199994 40.69021693200006)
226654025,1010753,234768,40.81102821500010,-73.90426016800000,POINT (-73.90426016799995 40.81102821500008)
136811337,1015728.000000000000000,188259.000000000000000,40.683356477000100,-73.88650582799990,POINT (-73.88650582799994 40.683356477000075)
94250212,1009346.562500000000000,183819.437500000000000,40.671191279000000,-73.909530956000000,POINT (-73.90953095599997 40.67119127900003)
236362255,997967,234809,40.811169851000000,-73.95044910699990,POINT (-73.95044910699994 40.811169851000045)
55449314,1001746.937500000000000,228590.171875000000000,40.794094197000000,-73.936810381000000,POINT (-73.93681038099999 40.79409419700005)
23733992,1008798.000000000000000,238971.000000000000000,40.822569916000100,-73.91130716899990,POINT (-73.91130716899994 40.82256991600008)
231635823,1049191,195275,40.70243145800000,-73.76578597799990,POINT (-73.76578597799994 40.70243145800004)
24224969,1005293.937500000000000,237196.609375000000000,40.817708757000000,-73.923973240999900,POINT (-73.92397324099994 40.81770875700005)
52380391,962748.000000000000000,174174.000000000000000,40.644726131000000,-74.077483158999900,POINT (-74.07748315899994 40.64472613100003)
235839217,1014487,254336,40.86472467400010,-73.89068300600000,POINT (-73.89068300599996 40.86472467400005)
16733761,1052882.875000000000000,191591.796875000000000,40.692294097000100,-73.75250850500000,POINT (-73.75250850499998 40.69229409700006)
33493584,999880.250000000000000,190399.359375000000000,40.689273444000000,-73.943640752000000,POINT (-73.94364075199996 40.68927344400004)
84830052,1047846.937500000000000,194354.593750000000000,40.699914928000100,-73.770642128000000,POINT (-73.77064212799996 40.699914928000055)
38285830,999483.875000000000000,228041.187500000000000,40.792591574000000,-73.944984787000000,POINT (-73.94498478699995 40.79259157400003)
54810803,1011881.000000000000000,250411.000000000000000,40.85396027400000,-73.900120875000000,POINT (-73.90012087499997 40.85396027400004)
79008022,990397.937500000000000,204360.781250000000000,40.727605913000000,-73.977820016000000,POINT (-73.97782001599995 40.72760591300005)
146462285,1009695.250000000000000,243534.765625000000000,40.835093604000100,-73.908048013000000,POINT (-73.90804801299998 40.835093604000065)
186606589,1007762.937500000000000,185203.109375000000000,40.674993493000000,-73.915234929000000,POINT (-73.91523492899995 40.674993493000045)
72181025,1009575.687500000000000,242381.078125000000000,40.831927409000100,-73.908484439999900,POINT (-73.90848443999994 40.83192740900006)
229540933,997629,172369,40.63978779400000,-73.95179424700000,POINT (-73.95179424699995 40.63978779400002)
235116950,1019677,245233,40.839720362000000,-73.87196727500000,POINT (-73.87196727499997 40.839720362000044)
23354060,995583.562500000000000,231074.015625000000000,40.800921727000100,-73.959065522999900,POINT (-73.95906552299994 40.80092172700006)
139446952,1019164.000000000000000,210169.000000000000000,40.743481264000000,-73.874003537000000,POINT (-73.87400353699996 40.743481264000025)
74479751,1018550.125000000000000,186754.187500000000000,40.679215627000100,-73.876338178000000,POINT (-73.87633817799997 40.679215627000076)
238009968,981800,162898,40.61380164800000,-74.00882584000000,POINT (-74.00882583999999 40.61380164800004)
94985606,1021186.625000000000000,247214.578125000000000,40.845153024000100,-73.866500542000000,POINT (-73.866500542 40.84515302400007)
80855402,997874.000000000000000,180875.000000000000000,40.663134540000000,-73.950894284000000,POINT (-73.95089428399996 40.663134540000044)
168306062,1011263.000000000000000,182761.000000000000000,40.668280465000100,-73.902626646000000,POINT (-73.90262664599999 40.668280465000066)
142414015,1012777.125000000000000,182476.500000000000000,40.667494827000000,-73.897169829999900,POINT (-73.89716982999994 40.66749482700004)
85250456,1021607.187500000000000,244511.296875000000000,40.837731544000100,-73.864995554000000,POINT (-73.86499555399996 40.837731544000064)
49255314,1003167.312500000000000,190352.140625000000000,40.689137425000100,-73.93178815900000,POINT (-73.93178815899995 40.68913742500007)
87349060,941189.125000000000000,169903.500000000000000,40.63292595300000,-74.155142446000000,POINT (-74.15514244599996 40.63292595300004)
86416091,1006468.500000000000000,181086.609375000000000,40.663697966000000,-73.919915072000000,POINT (-73.91991507199998 40.66369796600003)
29059033,990285.500000000000000,200467.046875000000000,40.716918630000100,-73.978229176000000,POINT (-73.97822917599996 40.716918630000066)
10904915,1013478.875000000000000,239277.531250000000000,40.823397009000100,-73.894393398000000,POINT (-73.89439339799998 40.823397009000075)
92431740,999809.312500000000000,172039.781250000000000,40.638880597000000,-73.943938910000000,POINT (-73.94393891 40.638880597000025)
83871104,984503.937500000000000,148779.890625000000000,40.575050605000100,-73.999087338000000,POINT (-73.99908733799998 40.57505060500006)
23749375,999849.375000000000000,193275.859375000000000,40.697168825000100,-73.943745422999900,POINT (-73.94374542299994 40.69716882500006)
216692583,991884.937500000000000,227971.656250000000000,40.792410562000000,-73.97242818900000,POINT (-73.97242818899997 40.79241056200004)
37695073,1004426.062500000000000,187538.546875000000000,40.681411974000100,-73.927257702000000,POINT (-73.92725770199996 40.68141197400007)
228109390,1006489,190021,40.68822079700000,-73.91981170000000,POINT (-73.91981169999997 40.68822079700004)
26805787,998296.312500000000000,182325.187500000000000,40.667114323000100,-73.949369055000000,POINT (-73.94936905499998 40.667114323000085)
83751047,997724.000000000000000,235685.000000000000000,40.813574602000100,-73.951325181000000,POINT (-73.95132518099996 40.813574602000074)
73037921,1001438.187500000000000,194908.406250000000000,40.701646842000100,-73.93801152400000,POINT (-73.93801152399999 40.70164684200006)
54080623,1009232.625000000000000,245585.500000000000000,40.840723594000100,-73.909712197000000,POINT (-73.90971219699999 40.84072359400005)
57938888,998958.687500000000000,227093.000000000000000,40.789989945000100,-73.946883562000000,POINT (-73.94688356199998 40.78998994500006)
79606253,1008384.250000000000000,179580.578125000000000,40.65955923000010,-73.913015163999900,POINT (-73.91301516399994 40.65955923000007)
63389656,1008996.250000000000000,186265.921875000000000,40.677907312000100,-73.910784813000000,POINT (-73.91078481299996 40.67790731200006)
24675455,1046071.000000000000000,190086.000000000000000,40.688211247000000,-73.777086107999900,POINT (-73.77708610799993 40.68821124700003)
47405920,1002656.375000000000000,246986.984375000000000,40.844586413000100,-73.933475447000000,POINT (-73.93347544699998 40.84458641300006)
62014857,1049580.000000000000000,198217.000000000000000,40.710503662000100,-73.764354480000000,POINT (-73.76435447999995 40.710503662000065)
85518939,999481.000000000000000,171156.000000000000000,40.636455376000100,-73.945123862999900,POINT (-73.94512386299994 40.63645537600007)
238344522,1008795,178153,40.65563971300000,-73.91153990700000,POINT (-73.91153990699996 40.65563971300003)
71710225,1014671.000000000000000,186394.156250000000000,40.67824160300010,-73.890325312999900,POINT (-73.89032531299995 40.67824160300006)
83005768,1042405.000000000000000,185645.000000000000000,40.676046592000000,-73.790343315000000,POINT (-73.79034331499997 40.676046592000034)
66656614,1010718.000000000000000,195194.000000000000000,40.702407840000000,-73.904542389000000,POINT (-73.90454238899997 40.702407840000035)
66027258,1007037.312500000000000,235668.968750000000000,40.813511487000000,-73.917679909999900,POINT (-73.91767990999995 40.81351148700003)
75506782,1010273.562500000000000,183041.593750000000000,40.669053595000000,-73.906192222999900,POINT (-73.90619222299995 40.66905359500004)
45970311,1044553.000000000000000,188700.562500000000000,40.684419022000000,-73.782572118000000,POINT (-73.78257211799996 40.68441902200004)
179645492,1008949.812500000000000,180854.562500000000000,40.663054475000100,-73.910972059999900,POINT (-73.91097205999995 40.66305447500008)
145735237,999507.437500000000000,190206.421875000000000,40.688744525000100,-73.944985502000000,POINT (-73.94498550199995 40.68874452500006)
73308856,989326.687500000000000,194191.531250000000000,40.699694423000000,-73.981692697000000,POINT (-73.98169269699997 40.69969442300004)
79005893,1000686.687500000000000,156007.109375000000000,40.594872653000000,-73.940816625000000,POINT (-73.94081662499997 40.59487265300004)
85875439,1011046.687500000000000,239814.234375000000000,40.824877819000100,-73.903179084000000,POINT (-73.90317908399999 40.82487781900005)
229507545,1011478,235598,40.81330412800000,-73.90163776400000,POINT (-73.90163776399999 40.81330412800003)
213922505,981801.000000000000000,172316.000000000000000,40.639652084000000,-74.008825657000000,POINT (-74.00882565699999 40.63965208400003)
85744760,1024648.937500000000000,237276.453125000000000,40.81786059600010,-73.854046494000000,POINT (-73.85404649399999 40.81786059600006)
64169804,1004200.875000000000000,252768.875000000000000,40.860452629000100,-73.927875969000000,POINT (-73.92787596899996 40.860452629000065)
62267915,995084.187500000000000,188442.640625000000000,40.683909868000100,-73.960937886000000,POINT (-73.96093788599995 40.68390986800006)
82674271,1001331.000000000000000,216360.000000000000000,40.760526413000000,-73.938343647000000,POINT (-73.93834364699995 40.760526413000036)
63839079,999134.125000000000000,183246.843750000000000,40.669642696000000,-73.946346978999900,POINT (-73.94634697899994 40.66964269600004)
166951006,995107.437500000000000,175859.437500000000000,40.649371743000100,-73.960874320000000,POINT (-73.96087431999996 40.649371743000074)
216651448,1003658.562500000000000,250199.062500000000000,40.853400472000000,-73.929843951999900,POINT (-73.92984395199994 40.85340047200003)
82009221,1007584.812500000000000,183788.187500000000000,40.67111032300010,-73.915881984999900,POINT (-73.91588198499994 40.67111032300005)
33706908,1007350.000000000000000,195309.390625000000000,40.702733993000000,-73.916688958999900,POINT (-73.91668895899994 40.70273399300004)
168528147,1021282.562500000000000,238581.296875000000000,40.821456775000100,-73.866201454000000,POINT (-73.86620145399996 40.82145677500006)
141799308,1017119.437500000000000,183909.343750000000000,40.671412605000100,-73.881510144999900,POINT (-73.88151014499994 40.67141260500006)
174579540,995972.562500000000000,181880.906250000000000,40.665898251000000,-73.957746189000000,POINT (-73.95774618899998 40.665898251000044)
