INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME
27501001,03/20/2007,20:03:00
155509199,08/04/2016,19:50:00
77634190,03/08/2011,22:45:00
64485250,08/07/2009,16:37:00
90201091,04/19/2013,16:41:00
84881446,05/23/2012,05:01:00
94549159,01/20/2014,14:22:00
63189244,06/28/2009,04:24:00
232888021,08/29/2021,20:19:00
80757842,09/16/2011,19:25:00
73684491,07/15/2010,03:42:00
44936760,03/30/2008,18:06:00
227000639,04/15/2021,13:00:00
71021932,01/28/2010,19:23:00
234434175,10/03/2021,16:40:00
83474961,03/03/2012,22:25:00
78859477,05/20/2011,03:50:00
80398933,08/21/2011,22:30:00
61961052,05/20/2009,21:30:00
73739482,07/18/2010,04:45:00
78188784,04/12/2011,02:26:00
79352029,06/16/2011,20:48:00
52050049,10/09/2008,20:17:00
75202879,10/23/2010,04:44:00
139644546,11/13/2014,09:56:00
67359110,11/01/2009,04:00:00
61593629,05/10/2009,00:18:00
11118207,04/22/2006,21:00:00
200995688,08/10/2019,22:51:00
153511452,05/29/2016,20:39:00
196680983,05/02/2019,00:19:00
69051159,12/20/2009,18:33:00
235462109,10/25/2021,03:39:00
215225150,07/12/2020,00:30:00
86945694,09/26/2012,20:15:00
140186726,12/15/2014,00:30:00
139136470,10/12/2014,01:10:00
80387683,08/21/2011,03:58:00
217220150,08/30/2020,21:55:00
142858797,05/12/2015,14:29:00
33886853,08/20/2007,17:50:00
23920279,08/17/2006,02:55:00
88464989,01/07/2013,22:13:00
85291242,06/16/2012,23:50:00
10187512,01/22/2006,01:50:00
204971625,11/10/2019,14:03:00
147275863,10/26/2015,12:50:00
184058458,06/17/2018,20:36:00
86469571,08/27/2012,23:55:00
35386251,10/29/2007,21:30:00
156822744,09/16/2016,20:55:00
192545751,01/20/2019,15:10:00
86524628,08/30/2012,18:53:00
75202880,10/23/2010,02:50:00
91472649,07/04/2013,23:37:00
81562148,11/06/2011,00:12:00
24626218,10/03/2006,14:08:00
230234501,06/29/2021,22:00:00
33706907,08/12/2007,17:56:00
91842766,07/27/2013,22:10:00
216463653,08/12/2020,01:20:00
84121577,04/09/2012,12:31:00
94756452,02/03/2014,21:29:00
87915621,11/30/2012,20:30:00
216796481,08/19/2020,03:10:00
27258377,03/07/2007,12:25:00
55604964,01/11/2009,02:00:00
137247988,06/13/2014,23:20:00
10969345,04/12/2006,06:00:00
60272799,04/04/2009,16:12:00
24434213,09/21/2006,03:08:00
94128335,12/21/2013,02:39:00
219369476,10/17/2020,19:50:00
25452379,11/23/2006,22:47:00
139917488,12/02/2014,00:47:00
139654790,11/13/2014,14:40:00
54878645,12/14/2008,03:02:00
215225145,07/10/2020,19:13:00
93045929,10/11/2013,22:25:00
215223443,07/11/2020,01:50:00
28176154,03/29/2007,18:36:00
214693795,06/27/2020,00:45:00
49629692,08/03/2008,22:10:00
153210053,05/18/2016,19:35:00
236403182,11/17/2021,17:06:00
82419696,01/01/2012,04:13:00
234482341,10/04/2021,12:10:00
168528146,08/27/2017,04:38:00
137911842,07/26/2014,14:11:00
94934290,02/14/2014,19:35:00
92912299,10/03/2013,23:30:00
86751571,09/14/2012,19:29:00
227950640,05/05/2021,15:23:00
213187662,05/15/2020,23:13:00
57325754,02/14/2009,03:26:00
215303002,07/14/2020,19:10:00
10187496,01/19/2006,14:37:00
12835950,05/06/2006,01:30:00
138779865,09/18/2014,23:26:00
140522804,01/12/2015,22:20:00
47983978,07/05/2008,11:22:00
185525629,07/23/2018,22:18:00
79726751,07/09/2011,22:15:00
209099250,02/05/2020,11:51:00
78885881,05/22/2011,01:56:00
61351690,05/02/2009,21:16:00
27558086,03/22/2007,22:30:00
49514586,07/29/2008,23:09:00
23354068,06/30/2006,01:38:00
166660838,07/03/2017,00:50:00
35502292,11/02/2007,21:29:00
78039035,04/03/2011,00:02:00
59801053,03/22/2009,01:57:00
152007176,04/10/2016,21:47:00
155775758,08/14/2016,02:40:00
44692772,03/21/2008,21:10:00
235961157,11/06/2021,01:57:00
73523967,07/05/2010,01:11:00
72820342,05/20/2010,22:45:00
88951080,02/01/2013,22:45:00
145559208,08/22/2015,06:05:00
10713405,03/20/2006,02:45:00
76035704,12/16/2010,23:06:00
80667642,09/10/2011,01:15:00
136918337,05/24/2014,18:48:00
33500101,07/31/2007,20:55:00
231659256,08/01/2021,04:26:00
155073761,07/21/2016,00:02:00
24954783,10/23/2006,17:30:00
87408751,10/24/2012,18:32:00
84945382,05/26/2012,01:01:00
170307138,10/12/2017,03:49:00
73418148,06/26/2010,04:22:00
16814036,06/18/2006,23:36:00
50499451,08/24/2008,03:03:00
163842824,04/15/2017,01:14:00
87026705,10/02/2012,02:37:00
190699069,12/03/2018,18:22:00
200209680,07/24/2019,13:20:00
146462813,09/26/2015,21:25:00
36091704,11/30/2007,03:18:00
25424628,11/22/2006,19:26:00
138609160,09/08/2014,17:30:00
167265735,07/20/2017,18:47:00
61000871,04/20/2009,20:30:00
49255311,07/26/2008,00:30:00
92952444,10/04/2013,17:46:00
229643177,06/16/2021,21:50:00
228587380,05/23/2021,23:25:00
90039234,04/10/2013,04:25:00
33353737,07/25/2007,21:50:00
29444850,06/05/2007,15:08:00
35215526,10/19/2007,05:03:00
77948170,03/29/2011,20:00:00
163025375,03/21/2017,19:55:00
227174231,04/20/2021,16:30:00
86607093,09/06/2012,00:11:00
67631486,11/08/2009,23:00:00
94136969,12/22/2013,01:45:00
26412021,01/21/2007,02:58:00
236170274,11/11/2021,22:35:00
137921719,07/27/2014,00:55:00
182362867,05/04/2018,20:28:00
50665289,08/30/2008,06:15:00
93775842,11/26/2013,01:50:00
93589841,11/14/2013,16:30:00
87108824,10/07/2012,20:12:00
138154766,08/10/2014,00:35:00
216103884,08/03/2020,00:13:00
48344583,07/15/2008,03:01:00
49834895,08/04/2008,21:09:00
64508967,08/07/2009,21:30:00
63429558,07/04/2009,22:26:00
87492234,10/31/2012,00:15:00
24103847,08/31/2006,20:22:00
46715565,05/24/2008,23:35:00
231810238,08/04/2021,19:57:00
233206524,09/07/2021,00:13:00
221286028,12/03/2020,06:40:00
28560895,04/19/2007,20:29:00
10764215,03/23/2006,19:10:00
200680423,08/03/2019,22:05:00
77870337,03/23/2011,22:41:00
64248604,07/30/2009,15:25:00
73017572,06/02/2010,21:20:00
62122832,05/25/2009,20:45:00
151747519,04/01/2016,16:01:00
229700089,06/17/2021,22:28:00
222527697,01/02/2021,05:10:00
66160488,09/25/2009,23:15:00
109633094,04/17/2014,16:52:00
171866986,11/21/2017,22:25:00
26916114,02/17/2007,06:20:00
168306283,08/20/2017,03:21:00
139726046,11/18/2014,16:13:00
220154696,11/05/2020,20:28:00
168306061,08/19/2017,04:00:00
24378757,09/18/2006,03:30:00
25896931,12/22/2006,21:30:00
158090349,10/31/2016,20:51:00
153511461,05/29/2016,21:00:00
80058076,07/30/2011,16:18:00
137741234,07/15/2014,02:26:00
45789780,04/19/2008,02:08:00
216936948,08/21/2020,02:10:00
232887624,08/27/2021,09:23:00
214927834,07/04/2020,05:30:00
24717013,10/09/2006,19:41:00
35406558,10/31/2007,21:14:00
192301917,01/14/2019,11:55:00
49567919,08/01/2008,19:22:00
74063908,08/09/2010,17:50:00
148854122,12/26/2015,22:00:00
155640454,08/10/2016,02:25:00
46828607,05/29/2008,22:12:00
81806062,11/21/2011,18:37:00
140522804,01/12/2015,22:20:00
166530437,06/28/2017,16:54:00
33478089,07/30/2007,22:20:00
74279272,08/22/2010,19:20:00
83605537,03/11/2012,04:50:00
224119581,02/08/2021,13:00:00
142794320,05/10/2015,02:59:00
83528336,03/06/2012,13:50:00
25689178,12/09/2006,22:45:00
29114163,05/18/2007,22:50:00
68326102,11/28/2009,05:50:00
35992446,11/28/2007,20:23:00
78951344,05/25/2011,15:06:00
95358499,03/13/2014,21:53:00
47916280,07/01/2008,01:30:00
63796438,07/16/2009,23:20:00
138006088,08/01/2014,02:40:00
46009200,04/25/2008,18:24:00
34114133,09/01/2007,23:26:00
138833195,09/22/2014,20:38:00
73911288,07/29/2010,01:34:00
46715550,05/24/2008,00:50:00
26035864,01/01/2007,01:45:00
26269975,01/13/2007,15:19:00
237908431,12/15/2021,20:36:00
33725007,08/12/2007,02:25:00
48026873,07/04/2008,08:00:00
138579731,09/06/2014,19:15:00
141392654,03/13/2015,16:59:00
169454926,09/17/2017,01:55:00
80063760,07/31/2011,00:50:00
23525523,07/24/2006,03:24:00
224287396,02/12/2021,03:12:00
91801776,07/24/2013,21:50:00
220294219,11/09/2020,18:30:00
50821748,09/05/2008,19:28:00
29210902,05/24/2007,21:51:00
63701930,07/13/2009,21:47:00
32768847,06/27/2007,23:06:00
237800370,12/14/2021,01:14:00
92368131,08/29/2013,10:00:00
55670673,01/13/2009,04:47:00
45652262,04/13/2008,16:00:00
65928471,09/20/2009,04:15:00
194817572,03/16/2019,00:50:00
142902648,05/14/2015,14:23:00
154584998,07/04/2016,19:00:00
60177687,03/31/2009,18:30:00
144548078,07/15/2015,22:34:00
66170354,09/26/2009,04:00:00
137585672,07/06/2014,04:00:00
76951078,01/22/2011,23:17:00
78110475,04/06/2011,21:51:00
71859340,03/20/2010,22:30:00
46715557,05/23/2008,15:30:00
80784453,09/18/2011,19:55:00
139565164,11/07/2014,19:44:00
81581892,11/07/2011,13:45:00
216263690,08/06/2020,21:15:00
75292487,10/27/2010,14:30:00
165014944,05/20/2017,22:23:00
141304492,03/09/2015,17:30:00
48304777,07/11/2008,02:29:00
214947243,07/05/2020,06:20:00
230418793,07/02/2021,23:13:00
82808751,01/24/2012,19:41:00
81427899,10/28/2011,14:37:00
92747223,09/23/2013,21:00:00
178203200,04/15/2018,03:43:00
233763098,09/18/2021,03:24:00
109450707,04/06/2014,16:45:00
226705489,04/08/2021,23:51:00
222296159,12/27/2020,15:09:00
176296361,03/24/2018,21:26:00
74153576,08/15/2010,07:00:00
173788344,01/18/2018,23:42:00
10660757,03/11/2006,04:36:00
65953625,09/20/2009,04:00:00
51239108,09/10/2008,08:18:00
73976308,08/04/2010,01:53:00
136468498,04/27/2014,22:12:00
75234024,10/25/2010,08:30:00
139526395,11/05/2014,23:30:00
62819246,06/15/2009,21:48:00
85518944,06/30/2012,04:46:00
79222699,06/09/2011,17:22:00
90213039,04/20/2013,12:36:00
93394629,11/03/2013,04:35:00
47916283,07/02/2008,21:24:00
23354081,06/30/2006,22:18:00
225275547,03/07/2021,01:50:00
206823155,12/21/2019,03:20:00
234071997,09/24/2021,22:09:00
227431725,04/27/2021,18:15:00
87455767,10/27/2012,17:30:00
24050472,08/26/2006,22:43:00
24050471,08/26/2006,22:10:00
147023024,10/17/2015,02:33:00
37231974,12/21/2007,02:21:00
82411149,12/31/2011,02:08:00
206847122,12/26/2019,04:25:00
80733131,09/14/2011,17:30:00
54858247,12/13/2008,18:15:00
216055255,07/31/2020,17:30:00
214184457,06/14/2020,18:30:00
85420900,06/24/2012,03:18:00
48243732,07/10/2008,10:39:00
73204779,06/13/2010,18:30:00
223827862,02/01/2021,22:20:00
28926741,05/08/2007,23:44:00
25466216,11/25/2006,18:50:00
74493277,09/06/2010,20:24:00
45218810,04/03/2008,19:17:00
86761906,09/16/2012,04:35:00
54101448,11/15/2008,03:38:00
142534998,04/29/2015,12:33:00
84217221,04/14/2012,20:15:00
12679351,05/02/2006,19:29:00
74455296,09/03/2010,18:28:00
85590047,07/05/2012,01:45:00
221550604,12/08/2020,15:05:00
37917230,01/21/2008,11:56:00
92941489,10/04/2013,15:47:00
164814482,05/15/2017,16:47:00
23957539,08/20/2006,04:41:00
90215684,04/20/2013,04:10:00
74255289,08/21/2010,22:40:00
230482150,07/05/2021,02:15:00
78940140,05/24/2011,22:15:00
51412514,09/14/2008,14:40:00
23957545,08/21/2006,02:17:00
34460161,09/17/2007,12:23:00
55215082,12/27/2008,14:30:00
148180649,11/30/2015,22:46:00
33047080,07/11/2007,23:28:00
80667642,09/10/2011,01:15:00
63382827,07/04/2009,16:27:00
25586127,12/03/2006,03:27:00
33992786,08/26/2007,02:41:00
71054063,01/31/2010,20:50:00
231436704,07/26/2021,20:38:00
11118246,05/01/2006,00:46:00
185015378,07/10/2018,11:47:00
183779765,06/13/2018,00:06:00
47916278,07/02/2008,04:24:00
68345088,11/30/2009,23:55:00
139803692,11/24/2014,04:30:00
219689185,10/25/2020,01:27:00
149347431,01/14/2016,00:26:00
48304784,07/12/2008,00:30:00
24320688,09/14/2006,18:30:00
10904921,04/06/2006,20:54:00
23421788,07/16/2006,04:30:00
137142208,06/08/2014,00:53:00
35803777,11/18/2007,01:00:00
10619072,02/28/2006,17:58:00
232390407,08/17/2021,13:00:00
223203523,01/15/2021,14:10:00
227000638,04/15/2021,12:25:00
82944115,02/01/2012,13:51:00
87107847,10/06/2012,02:25:00
84701798,05/13/2012,01:20:00
88406684,01/04/2013,02:00:00
215770235,07/26/2020,05:00:00
93350811,10/30/2013,20:36:00
156259662,08/29/2016,12:20:00
79636125,07/05/2011,00:17:00
16692687,06/07/2006,04:26:00
158525519,11/16/2016,04:40:00
140244299,12/17/2014,09:45:00
231641623,08/01/2021,04:13:00
166115148,06/16/2017,01:33:00
71807453,03/18/2010,00:53:00
163254814,03/29/2017,02:36:00
83432826,02/26/2012,03:00:00
198858227,06/23/2019,00:30:00
77691180,03/13/2011,01:21:00
44537003,03/15/2008,12:15:00
34129875,09/02/2007,20:52:00
16733765,06/09/2006,20:38:00
87811198,11/23/2012,23:45:00
92489479,09/06/2013,20:12:00
34010726,08/26/2007,00:05:00
62792693,06/15/2009,23:40:00
230717903,07/11/2021,01:09:00
153710635,06/04/2016,03:35:00
206898769,01/01/2020,02:35:00
231637053,07/31/2021,22:36:00
223928178,02/03/2021,21:45:00
192978312,01/31/2019,00:15:00
25195149,11/07/2006,23:12:00
87798556,11/21/2012,19:22:00
216360325,08/09/2020,22:40:00
90906028,05/30/2013,23:40:00
10764209,03/21/2006,20:54:00
170955476,10/28/2017,04:26:00
67359321,11/01/2009,21:20:00
223710786,01/29/2021,04:00:00
151173890,03/12/2016,01:50:00
48006251,07/04/2008,20:00:00
217218957,08/28/2020,16:39:00
150273223,02/10/2016,20:15:00
137394062,06/24/2014,02:00:00
194525841,03/09/2019,15:40:00
12835953,05/05/2006,21:00:00
92293263,08/25/2013,00:58:00
140088779,12/07/2014,09:59:00
78188152,04/11/2011,22:49:00
67237931,10/27/2009,20:42:00
94199818,12/26/2013,21:45:00
66486570,10/05/2009,14:40:00
87205084,10/12/2012,15:44:00
73064558,06/06/2010,00:30:00
92207126,08/20/2013,04:55:00
157251491,10/03/2016,12:54:00
76818984,01/13/2011,01:56:00
71662474,03/08/2010,19:41:00
212640530,05/02/2020,19:50:00
210025100,02/24/2020,15:30:00
29098921,05/17/2007,23:45:00
10953931,04/08/2006,04:59:00
81195779,10/13/2011,23:56:00
196195743,04/18/2019,21:54:00
76720703,01/06/2011,00:52:00
71325494,02/12/2010,23:30:00
60405702,04/08/2009,14:25:00
10879224,04/01/2006,03:47:00
224412024,02/15/2021,07:10:00
139849527,11/26/2014,19:21:00
39217534,02/18/2008,03:00:00
23650227,07/30/2006,03:40:00
142247299,04/18/2015,04:40:00
93045929,10/11/2013,22:25:00
142451735,04/27/2015,01:00:00
89060182,02/09/2013,00:35:00
79698913,07/08/2011,01:54:00
55177454,12/25/2008,06:14:00
206681439,12/18/2019,18:15:00
74524209,09/09/2010,02:42:00
145325556,08/14/2015,14:01:00
61294115,04/29/2009,21:56:00
62550586,06/06/2009,13:10:00
93255125,10/24/2013,19:02:00
147610781,11/08/2015,04:10:00
140088780,12/05/2014,17:55:00
83881665,03/26/2012,13:37:00
91567349,07/10/2013,14:29:00
141078845,02/21/2015,04:18:00
136640266,05/07/2014,19:00:00
80225511,08/09/2011,14:41:00
24378760,09/16/2006,23:27:00
206823156,12/21/2019,04:36:00
46174940,05/04/2008,19:00:00
83685090,03/14/2012,23:50:00
214513026,06/23/2020,18:07:00
29301877,05/29/2007,00:04:00
169454925,09/16/2017,04:25:00
192834300,01/26/2019,20:55:00
24050482,08/27/2006,05:35:00
23920280,08/16/2006,16:30:00
187867632,09/20/2018,21:10:00
68444177,12/02/2009,17:10:00
10764207,03/21/2006,17:40:00
184156174,06/19/2018,16:06:00
187396121,09/07/2018,20:30:00
85519659,06/29/2012,22:10:00
73194571,06/13/2010,03:10:00
138718944,09/15/2014,16:03:00
65602677,09/09/2009,22:05:00
227671865,05/03/2021,17:02:00
61745483,05/14/2009,14:42:00
235801033,11/01/2021,17:30:00
81213692,10/16/2011,03:40:00
153575113,05/31/2016,23:16:00
91642899,07/15/2013,21:53:00
84904985,05/23/2012,02:50:00
214607781,06/25/2020,19:58:00
142859557,05/12/2015,23:42:00
63168504,06/27/2009,00:55:00
66629760,10/08/2009,19:05:00
197654796,05/24/2019,22:13:00
234973159,10/14/2021,10:40:00
34824226,10/03/2007,20:28:00
162079385,02/19/2017,19:34:00
50640965,08/28/2008,23:54:00
85606194,07/05/2012,03:40:00
69419358,12/31/2009,17:54:00
63214330,06/26/2009,02:17:00
222054940,12/20/2020,03:50:00
148364098,12/08/2015,01:39:00
217076773,08/26/2020,15:16:00
54324351,11/22/2008,19:41:00
79871299,07/18/2011,13:55:00
10333326,02/04/2006,07:30:00
232265326,08/14/2021,12:50:00
23512407,07/22/2006,19:43:00
60097564,03/30/2009,16:10:00
10137427,01/14/2006,01:09:00
34396682,09/14/2007,02:24:00
141024728,02/17/2015,00:38:00
215644246,07/22/2020,21:30:00
23945314,08/19/2006,22:05:00
24103845,08/31/2006,16:48:00
75162681,10/20/2010,12:32:00
86877542,09/23/2012,17:25:00
142247299,04/18/2015,04:40:00
80655008,09/09/2011,13:32:00
203676931,10/11/2019,22:15:00
173354054,01/06/2018,21:05:00
225779049,03/17/2021,22:09:00
79255706,06/11/2011,22:35:00
142825465,05/11/2015,21:06:00
78492035,04/30/2011,18:06:00
73398058,06/26/2010,02:40:00
78030517,04/02/2011,05:34:00
54858245,12/13/2008,09:45:00
71454846,02/22/2010,18:49:00
173354054,01/06/2018,21:05:00
201858654,09/02/2019,04:17:00
66656612,10/10/2009,00:15:00
91048614,06/09/2013,03:51:00
178830277,05/01/2018,22:23:00
229943472,06/22/2021,20:17:00
23722475,08/05/2006,23:24:00
197660699,05/26/2019,14:00:00
137823035,07/21/2014,01:35:00
54896025,12/14/2008,20:00:00
204493623,11/05/2019,23:30:00
233031254,09/01/2021,17:31:00
167036562,07/13/2017,13:29:00
203676928,10/12/2019,06:55:00
95070397,02/24/2014,21:50:00
84634961,05/08/2012,23:55:00
165252470,05/27/2017,03:16:00
72578410,05/06/2010,14:22:00
16692665,06/02/2006,21:42:00
67431955,11/03/2009,14:28:00
33569314,08/05/2007,02:34:00
197381381,05/18/2019,18:40:00
56199908,01/31/2009,20:10:00
32821781,06/30/2007,03:50:00
84258529,04/17/2012,22:18:00
67718602,11/10/2009,22:05:00
79332080,06/15/2011,18:04:00
225909568,03/20/2021,00:19:00
139574746,11/08/2014,17:35:00
147936495,11/19/2015,16:00:00
170562010,10/18/2017,22:01:00
227384909,04/26/2021,20:00:00
86437456,08/25/2012,04:24:00
74063907,08/09/2010,03:17:00
109269556,03/25/2014,23:12:00
222048378,12/18/2020,14:05:00
153575114,06/01/2016,00:15:00
23549337,07/25/2006,04:14:00
177204824,03/30/2018,11:06:00
69195143,12/24/2009,01:54:00
215817237,07/27/2020,22:00:00
59390967,03/08/2009,16:38:00
77366059,02/20/2011,01:25:00
224353207,02/13/2021,02:18:00
77173981,02/07/2011,02:11:00
190245037,11/21/2018,01:25:00
85352357,06/20/2012,17:30:00
184102923,06/18/2018,21:46:00
141768993,03/31/2015,02:41:00
88329916,12/30/2012,03:00:00
91048613,06/09/2013,03:30:00
25359022,11/18/2006,06:10:00
213471605,05/23/2020,03:51:00
157172018,09/30/2016,08:17:00
144699181,07/21/2015,20:05:00
80387683,08/21/2011,03:58:00
138364637,08/23/2014,23:38:00
24930773,10/20/2006,22:53:00
87238291,10/14/2012,18:00:00
183190788,05/27/2018,15:50:00
232924793,08/30/2021,18:35:00
24717008,10/07/2006,00:19:00
193462347,02/11/2019,08:50:00
33008213,07/09/2007,00:20:00
154748069,07/09/2016,02:11:00
232888016,08/29/2021,19:20:00
225438895,03/10/2021,07:30:00
23354146,07/12/2006,00:30:00
93775843,11/26/2013,13:02:00
83753800,03/19/2012,20:53:00
214690556,06/26/2020,00:30:00
74843466,09/29/2010,17:49:00
44998952,04/02/2008,07:11:00
145473254,08/19/2015,22:46:00
62275547,05/31/2009,01:25:00
32155716,06/07/2007,12:59:00
85579621,07/04/2012,17:15:00
81785567,11/20/2011,04:26:00
158731887,11/22/2016,18:25:00
154697432,07/08/2016,16:03:00
232888019,08/27/2021,00:06:00
143187178,05/26/2015,01:50:00
234143773,09/27/2021,10:20:00
85416761,06/23/2012,23:40:00
208532947,01/26/2020,00:27:00
77758734,03/16/2011,19:13:00
26103371,01/05/2007,19:51:00
215768196,07/24/2020,15:07:00
68276442,11/28/2009,20:10:00
82379408,12/28/2011,14:25:00
235943069,11/05/2021,23:05:00
81759986,11/17/2011,19:08:00
39435599,02/27/2008,16:50:00
148971010,01/01/2016,02:50:00
139552937,11/07/2014,00:30:00
88857724,01/27/2013,17:35:00
90284062,04/24/2013,19:52:00
141423000,03/16/2015,18:36:00
23749375,08/07/2006,22:06:00
65844567,09/16/2009,22:57:00
32723801,06/25/2007,01:09:00
28318239,04/07/2007,23:10:00
85800947,07/17/2012,23:35:00
198457970,06/13/2019,16:10:00
144731681,07/22/2015,22:10:00
228561933,05/22/2021,09:09:00
219559166,10/21/2020,22:18:00
143084079,05/21/2015,10:44:00
16692672,06/04/2006,01:55:00
82410389,12/31/2011,13:55:00
37172593,12/21/2007,17:00:00
237044703,11/28/2021,22:07:00
26562468,01/27/2007,00:36:00
44365346,03/08/2008,17:24:00
46141343,05/03/2008,03:20:00
48006248,07/04/2008,05:24:00
93367465,10/31/2013,20:10:00
237011779,11/27/2021,16:30:00
92417480,09/02/2013,23:32:00
141298010,03/08/2015,22:30:00
67895117,11/16/2009,15:45:00
230287864,07/01/2021,02:20:00
80085807,08/01/2011,18:05:00
11118201,04/20/2006,22:49:00
215226537,07/12/2020,16:50:00
72152729,04/10/2010,02:00:00
66027258,09/22/2009,15:22:00
46931038,06/03/2008,00:45:00
143326501,05/31/2015,03:13:00
145931249,09/05/2015,06:21:00
82009010,12/04/2011,02:55:00
24550985,09/28/2006,00:48:00
229542171,06/14/2021,02:47:00
166728122,07/04/2017,21:03:00
156430719,09/04/2016,02:07:00
144323851,07/08/2015,03:47:00
212400207,04/25/2020,00:55:00
23477235,07/21/2006,17:20:00
214694695,06/27/2020,17:30:00
225089050,03/03/2021,00:01:00
57938890,02/18/2009,00:20:00
238168511,12/22/2021,03:11:00
90370144,04/29/2013,15:26:00
71054045,01/30/2010,23:50:00
143697019,06/14/2015,20:00:00
85290878,06/17/2012,03:02:00
71836147,03/20/2010,11:41:00
73524884,07/05/2010,02:30:00
166152720,06/17/2017,01:15:00
220603228,11/16/2020,18:55:00
81675679,11/13/2011,00:30:00
158064302,10/29/2016,03:52:00
12835941,05/07/2006,02:30:00
46729833,05/26/2008,22:45:00
68784338,12/12/2009,01:02:00
23749375,08/07/2006,22:06:00
46361473,05/11/2008,17:35:00
57325752,02/16/2009,05:24:00
32966722,07/07/2007,21:12:00
29098924,05/17/2007,23:00:00
34319321,09/10/2007,17:38:00
182931015,05/19/2018,11:12:00
64510530,08/08/2009,17:45:00
83605536,03/11/2012,00:40:00
219904367,10/29/2020,10:35:00
140396353,01/01/2015,02:51:00
82873993,01/28/2012,05:20:00
139466573,11/02/2014,02:50:00
226204062,03/27/2021,15:27:00
158783525,11/24/2016,17:34:00
73300652,06/18/2010,03:58:00
140168264,12/12/2014,19:17:00
232291899,08/14/2021,04:11:00
66351738,10/01/2009,19:44:00
44975423,04/01/2008,21:53:00
78490224,04/29/2011,01:21:00
10879211,03/31/2006,14:27:00
197660694,05/25/2019,00:12:00
223046900,01/13/2021,12:05:00
143513682,06/07/2015,04:15:00
93179712,10/18/2013,18:10:00
61593629,05/10/2009,00:18:00
148087884,11/25/2015,20:49:00
45218813,04/03/2008,20:46:00
217218946,08/30/2020,01:35:00
216973662,08/24/2020,00:18:00
216103884,08/03/2020,00:13:00
94317619,01/03/2014,16:10:00
195553175,04/03/2019,14:00:00
76606766,12/26/2010,19:21:00
219975239,10/31/2020,15:53:00
229995493,06/23/2021,23:18:00
34880353,10/07/2007,01:36:00
139583355,11/09/2014,01:30:00
189581510,11/03/2018,23:30:00
47102197,06/09/2008,12:30:00
185760780,07/29/2018,01:09:00
155995758,08/20/2016,23:44:00
79636123,07/05/2011,01:22:00
88543197,01/13/2013,01:02:00
26103369,01/05/2007,13:54:00
156280909,08/30/2016,05:02:00
68516060,12/05/2009,01:29:00
23934579,08/18/2006,23:37:00
93518910,11/10/2013,20:13:00
72609736,05/08/2010,16:02:00
36073817,12/02/2007,04:49:00
62039622,05/23/2009,20:02:00
91744329,07/21/2013,22:25:00
194965392,03/20/2019,21:36:00
78434861,04/26/2011,22:15:00
139299665,10/22/2014,16:21:00
55953375,01/23/2009,12:20:00
26010439,12/30/2006,18:20:00
10619067,02/26/2006,20:00:00
154138079,06/19/2016,00:20:00
234143772,09/27/2021,20:38:00
81242427,10/17/2011,19:58:00
233459109,09/11/2021,05:43:00
87430926,10/25/2012,20:50:00
185296322,07/17/2018,14:42:00
64508968,08/08/2009,02:44:00
237630152,12/09/2021,18:28:00
184779101,07/05/2018,00:49:00
66742130,10/12/2009,20:26:00
216360327,08/09/2020,03:24:00
220870728,11/20/2020,11:48:00
222391347,12/29/2020,13:15:00
142680043,05/06/2015,04:09:00
60217265,04/02/2009,10:25:00
164540093,05/06/2017,01:35:00
236761014,11/21/2021,17:00:00
161933733,02/15/2017,03:42:00
37524784,01/04/2008,18:30:00
82602225,01/12/2012,00:27:00
226419557,04/01/2021,02:20:00
187823544,09/19/2018,10:26:00
83061467,02/08/2012,14:02:00
63168504,06/27/2009,00:55:00
79853874,07/16/2011,03:41:00
56422562,02/08/2009,01:23:00
94447648,01/14/2014,04:08:00
88596788,01/15/2013,22:38:00
91399595,06/30/2013,00:51:00
56118628,01/28/2009,15:10:00
147981955,11/22/2015,02:14:00
142091383,04/12/2015,18:09:00
35565366,11/08/2007,18:25:00
86990420,09/30/2012,03:45:00
168306058,08/18/2017,23:08:00
149242441,01/11/2016,07:40:00
86374478,08/21/2012,22:45:00
145811501,09/02/2015,01:25:00
10137426,01/13/2006,20:50:00
155590534,08/08/2016,09:45:00
173438642,01/09/2018,21:08:00
83295284,02/22/2012,11:59:00
55215087,12/28/2008,00:50:00
61777800,05/15/2009,00:05:00
46538077,05/18/2008,07:00:00
24050487,08/27/2006,22:10:00
34286627,09/09/2007,04:30:00
219402624,10/19/2020,07:03:00
211362503,03/21/2020,00:13:00
51315179,09/13/2008,02:36:00
216560785,08/13/2020,03:50:00
217650992,09/09/2020,15:25:00
23354079,07/02/2006,02:55:00
215350645,07/15/2020,02:10:00
50459050,08/22/2008,00:44:00
145691475,08/28/2015,01:54:00
231941263,08/07/2021,13:27:00
177204826,04/01/2018,22:17:00
84505972,05/01/2012,21:30:00
233199172,09/06/2021,18:00:00
10879222,04/02/2006,06:15:00
139798189,11/21/2014,22:51:00
77020029,01/27/2011,19:00:00
73455059,06/30/2010,00:03:00
151321352,03/18/2016,02:58:00
140340394,12/28/2014,22:19:00
79862495,07/18/2011,15:50:00
88877544,01/28/2013,21:37:00
86093515,08/04/2012,22:29:00
74098162,08/11/2010,00:29:00
224410633,02/15/2021,02:44:00
28980865,05/12/2007,05:00:00
232390407,08/17/2021,13:00:00
