INCIDENT_KEY,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE
76088534,BROOKLYN,,62,0,,PVT HOUSE,FALSE,18-24,M,WHITE,18-24,M,WHITE
163401573,BRONX,,47,0,,,TRUE,45-64,M,BLACK,25-44,F,WHITE HISPANIC
82751739,BRONX,,41,0,,BAR/NIGHT CLUB,FALSE,,,,18-24,M,BLACK
230741754,MANHATTAN,,32,0,,,FALSE,25-44,M,BLACK,45-64,M,BLACK
143872374,BROOKLYN,,67,0,,,FALSE,,,,<18,M,BLACK
10879212,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
87483709,BRONX,,48,0,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK
85170714,BRONX,,43,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
148459930,BRONX,,48,0,,,FALSE,,,,18-24,M,BLACK
144825552,BRONX,,47,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,M,BLACK
32303925,BROOKLYN,,70,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
55215081,BROOKLYN,,67,0,,BAR/NIGHT CLUB,FALSE,UNKNOWN,M,BLACK,18-24,F,BLACK
219578468,BRONX,,46,0,,,FALSE,,,,25-44,M,BLACK
220294222,BRONX,,40,0,,,FALSE,,,,18-24,M,WHITE HISPANIC
232181257,QUEENS,,102,0,,,TRUE,,,,18-24,M,ASIAN / PACIFIC ISLANDER
140302380,BROOKLYN,,66,0,,STORE UNCLASSIFIED,FALSE,18-24,M,WHITE HISPANIC,18-24,M,WHITE
81982709,BRONX,,40,0,,GROCERY/BODEGA,TRUE,18-24,M,WHITE HISPANIC,18-24,M,BLACK
48480867,BROOKLYN,,90,0,,,FALSE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
46072797,STATEN ISLAND,,120,0,,,TRUE,25-44,M,WHITE,25-44,M,WHITE
64270763,BRONX,,46,0,,BEAUTY/NAIL SALON,FALSE,,,,18-24,F,BLACK
71772017,QUEENS,,110,0,,,FALSE,,,,25-44,M,BLACK
79822597,BROOKLYN,,75,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,U,UNKNOWN,45-64,M,BLACK
49935072,BROOKLYN,,71,0,,,TRUE,18-24,M,BLACK,25-44,M,BLACK
36282570,BRONX,,47,0,,MULTI DWELL - APT BUILD,TRUE,,,,18-24,M,BLACK
73308099,MANHATTAN,,26,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
34843894,QUEENS,,105,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
145559211,BROOKLYN,,73,0,,,FALSE,,,,25-44,M,BLACK
85479734,BRONX,,44,0,,,FALSE,,,,25-44,M,BLACK
85643662,BRONX,,41,0,,BAR/NIGHT CLUB,FALSE,,,,25-44,M,BLACK
147609590,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,<18,M,BLACK
24157445,BROOKLYN,,77,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
209974085,QUEENS,,109,0,,,FALSE,,,,25-44,M,ASIAN / PACIFIC ISLANDER
61259176,MANHATTAN,,25,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
61144239,BROOKLYN,,73,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
231326500,BROOKLYN,,71,0,,,FALSE,,,,25-44,M,BLACK
83810863,BROOKLYN,,88,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK
230161941,BROOKLYN,,75,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
238042760,BRONX,,43,0,,,FALSE,,,,25-44,M,BLACK
155169941,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK
157055741,MANHATTAN,,33,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
188810229,BRONX,,52,0,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK
61144230,BRONX,,44,0,,MULTI DWELL - APT BUILD,TRUE,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
140776406,BROOKLYN,,90,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
80576261,MANHATTAN,,30,0,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK HISPANIC
167835439,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,<18,M,BLACK
233030791,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,F,WHITE HISPANIC
153273025,BROOKLYN,,71,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
68613631,MANHATTAN,,23,0,,,TRUE,18-24,M,BLACK,18-24,M,BLACK
139871659,BROOKLYN,,73,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
166412374,QUEENS,,115,0,,,FALSE,25-44,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC
28560898,BRONX,,46,0,,,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC
169717797,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,F,BLACK
50703402,BRONX,,49,0,,GROCERY/BODEGA,FALSE,18-24,M,BLACK,45-64,M,ASIAN / PACIFIC ISLANDER
142246693,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
142858797,BROOKLYN,,79,0,,GROCERY/BODEGA,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,18-24,F,BLACK HISPANIC
215817236,BROOKLYN,,67,0,,,TRUE,,,,25-44,M,BLACK
87443958,BROOKLYN,,78,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
83143196,QUEENS,,103,0,,LIQUOR STORE,TRUE,18-24,M,BLACK,25-44,M,BLACK
80606050,BROOKLYN,,67,0,,,FALSE,,,,25-44,M,BLACK
24157455,BRONX,,46,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK
78266313,BROOKLYN,,70,0,,,FALSE,,,,18-24,M,BLACK
23421803,STATEN ISLAND,,120,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
217218954,BRONX,,42,0,,,FALSE,25-44,M,BLACK,45-64,M,BLACK
93627332,BRONX,,50,0,,,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC
74788924,MANHATTAN,,9,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE
10333306,BROOKLYN,,73,0,,NONE,FALSE,<18,M,BLACK,18-24,M,BLACK
34057962,BRONX,,48,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
223201958,STATEN ISLAND,,120,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,18-24,M,BLACK
72845467,BRONX,,46,0,,,TRUE,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
150600382,BRONX,,40,0,,,TRUE,,,,18-24,M,WHITE HISPANIC
137018807,BRONX,,41,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
81328063,BROOKLYN,,83,0,,,TRUE,,,,18-24,M,BLACK HISPANIC
227647477,BROOKLYN,,81,0,,,TRUE,45-64,M,BLACK,45-64,M,BLACK
144548077,QUEENS,,103,0,,SMALL MERCHANT,FALSE,18-24,M,BLACK,18-24,M,BLACK
148100036,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK HISPANIC
34900581,BRONX,,48,0,,,TRUE,,,,18-24,M,BLACK
16631449,BROOKLYN,,67,0,,CLOTHING BOUTIQUE,FALSE,UNKNOWN,U,UNKNOWN,25-44,F,BLACK
94163097,QUEENS,,101,0,,PVT HOUSE,TRUE,,,,18-24,M,BLACK
156822745,QUEENS,,103,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK
157311946,BROOKLYN,,81,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,F,WHITE HISPANIC
155775757,QUEENS,,103,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
34162747,QUEENS,,103,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
64773497,BRONX,,40,0,,GROCERY/BODEGA,FALSE,UNKNOWN,U,UNKNOWN,18-24,F,WHITE HISPANIC
189483990,BROOKLYN,,88,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK HISPANIC
62715029,BRONX,,52,0,,,FALSE,25-44,M,BLACK,<18,M,BLACK HISPANIC
221490640,MANHATTAN,,25,0,,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK
157924991,BROOKLYN,,71,0,,,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK
205748546,BRONX,,40,0,,,FALSE,<18,M,BLACK,18-24,F,BLACK
141078486,MANHATTAN,,32,0,,,FALSE,,,,25-44,M,BLACK
65077476,QUEENS,,115,0,,COMMERCIAL BLDG,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK
34430625,BROOKLYN,,75,0,,,FALSE,UNKNOWN,M,BLACK,45-64,M,BLACK
71728301,QUEENS,,105,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
91229006,BROOKLYN,,77,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,45-64,M,BLACK
212640530,QUEENS,,114,0,,,FALSE,,,,18-24,M,WHITE HISPANIC
163631336,STATEN ISLAND,,120,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
35158621,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK,45-64,M,BLACK
34377233,BROOKLYN,,75,0,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,<18,M,BLACK HISPANIC
136933089,QUEENS,,105,0,,,FALSE,,,,25-44,M,BLACK
231641623,BRONX,,48,2,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
95412315,BROOKLYN,,67,0,,,FALSE,18-24,F,WHITE HISPANIC,25-44,M,ASIAN / PACIFIC ISLANDER
80266273,QUEENS,,100,0,,PVT HOUSE,FALSE,,,,18-24,M,BLACK
61671351,BROOKLYN,,67,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
137804321,MANHATTAN,,32,0,,,FALSE,,,,25-44,M,BLACK
191398449,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
45667814,BROOKLYN,,71,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
202457204,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
208237500,MANHATTAN,,34,0,,RESTAURANT/DINER,FALSE,25-44,M,BLACK HISPANIC,45-64,F,WHITE HISPANIC
90014232,BROOKLYN,,75,0,,COMMERCIAL BLDG,FALSE,,,,25-44,M,BLACK
24360987,MANHATTAN,,32,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
51559643,MANHATTAN,,28,0,,,FALSE,,,,25-44,M,BLACK
74769387,BROOKLYN,,73,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
89298582,BROOKLYN,,73,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,M,BLACK
27126160,BRONX,,46,0,,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
215776332,BROOKLYN,,79,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
75291981,BROOKLYN,,69,0,,PVT HOUSE,FALSE,,,,18-24,M,BLACK
231965060,BROOKLYN,,75,0,,,FALSE,18-24,M,BLACK,18-24,F,BLACK
24626206,BRONX,,46,0,,,FALSE,25-44,M,BLACK,18-24,M,WHITE HISPANIC
74895036,MANHATTAN,,13,0,,,TRUE,25-44,M,BLACK,18-24,M,BLACK
71382320,MANHATTAN,,33,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK HISPANIC
93443185,QUEENS,,115,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
153292606,BROOKLYN,,75,0,,,FALSE,45-64,M,BLACK,<18,F,BLACK
93045927,BROOKLYN,,75,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
233149851,MANHATTAN,,32,0,,,TRUE,18-24,M,WHITE HISPANIC,<18,M,BLACK
214468087,STATEN ISLAND,,120,0,,PVT HOUSE,FALSE,,,,25-44,M,BLACK
23625567,BROOKLYN,,75,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK,18-24,M,WHITE HISPANIC
47851707,QUEENS,,103,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
62275548,BRONX,,48,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
50521331,QUEENS,,113,0,,,FALSE,UNKNOWN,M,BLACK,<18,F,BLACK
81701068,MANHATTAN,,10,0,,BAR/NIGHT CLUB,FALSE,45-64,M,BLACK,45-64,M,BLACK
68251162,BRONX,,47,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC
226654024,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,18-24,M,BLACK
54579982,BROOKLYN,,90,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK HISPANIC,45-64,F,BLACK
34774113,MANHATTAN,,32,2,,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,18-24,M,BLACK
154960799,BROOKLYN,,63,0,,PVT HOUSE,FALSE,,,,45-64,M,BLACK
236458891,QUEENS,,115,0,,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
61000870,QUEENS,,115,0,,PVT HOUSE,TRUE,25-44,M,WHITE,25-44,F,WHITE HISPANIC
52100736,BRONX,,41,0,,,FALSE,<18,M,BLACK HISPANIC,45-64,M,WHITE
234756218,QUEENS,,114,2,,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK
149455197,BRONX,,47,0,,BEAUTY/NAIL SALON,FALSE,25-44,M,BLACK,25-44,M,WHITE
219500454,QUEENS,,100,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
202770945,BRONX,,42,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,M,BLACK
64797701,BROOKLYN,,75,0,,PVT HOUSE,TRUE,,,,18-24,M,BLACK
185671671,BROOKLYN,,83,0,,,FALSE,18-24,M,BLACK,18-24,M,WHITE HISPANIC
64271154,BROOKLYN,,79,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
64857683,BROOKLYN,,79,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
37582997,BRONX,,42,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK HISPANIC
154563855,QUEENS,,113,0,,,FALSE,<18,M,BLACK,25-44,M,BLACK
223298155,BRONX,,43,2,,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
25911850,QUEENS,,108,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,WHITE HISPANIC
232263465,BRONX,,46,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
213649349,MANHATTAN,,9,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
194677549,STATEN ISLAND,,122,0,,,TRUE,18-24,M,WHITE,45-64,M,WHITE
191949899,BROOKLYN,,61,2,,,FALSE,<18,M,BLACK,<18,M,BLACK
29444851,MANHATTAN,,7,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,M,BLACK,45-64,M,WHITE HISPANIC
24717013,STATEN ISLAND,,120,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC
185760782,BRONX,,44,0,,,FALSE,,,,18-24,M,BLACK
145979696,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
10660759,BROOKLYN,,75,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
65907092,BROOKLYN,,63,0,,BAR/NIGHT CLUB,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
54154419,BROOKLYN,,94,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
25865878,QUEENS,,101,0,,,TRUE,<18,M,BLACK,25-44,M,BLACK
223603559,QUEENS,,108,0,,,FALSE,,,,25-44,M,BLACK
156245998,MANHATTAN,,34,0,,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC
178829815,BRONX,,47,0,,,FALSE,,,,18-24,M,BLACK
64086396,STATEN ISLAND,,120,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
85585859,BRONX,,46,0,,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,WHITE HISPANIC
10619080,BROOKLYN,,90,0,,JEWELRY STORE,FALSE,UNKNOWN,M,BLACK,25-44,M,WHITE
94368998,QUEENS,,105,0,,,TRUE,,,,25-44,M,BLACK
202566072,STATEN ISLAND,,120,0,,,FALSE,25-44,M,BLACK,UNKNOWN,F,WHITE HISPANIC
76044399,BRONX,,40,0,,,FALSE,,,,18-24,M,BLACK
35992427,BRONX,,52,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
216263384,BROOKLYN,,73,0,,PVT HOUSE,FALSE,,,,45-64,F,BLACK
34129868,BRONX,,41,0,,,FALSE,UNKNOWN,M,ASIAN / PACIFIC ISLANDER,<18,M,BLACK
76002321,MANHATTAN,,33,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
23957542,BROOKLYN,,75,0,,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,18-24,M,BLACK
16895016,BROOKLYN,,76,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
138977066,BROOKLYN,,81,0,,,FALSE,25-44,M,BLACK,45-64,F,BLACK
93164817,BRONX,,46,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK
81138895,QUEENS,,101,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
89724382,BROOKLYN,,62,0,,MULTI DWELL - APT BUILD,TRUE,45-64,M,WHITE,45-64,F,WHITE
51338337,BROOKLYN,,81,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
153282009,BROOKLYN,,81,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
45898003,MANHATTAN,,28,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK
32835038,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,18-24,M,BLACK
208899478,MANHATTAN,,25,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK HISPANIC
80190107,BROOKLYN,,79,0,,,FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK
81232260,MANHATTAN,,23,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC
229188281,MANHATTAN,,13,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
24129968,BRONX,,41,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
71859339,MANHATTAN,,33,0,,GROCERY/BODEGA,FALSE,25-44,M,BLACK,18-24,M,BLACK
235765521,BROOKLYN,,79,0,,,FALSE,,,,45-64,M,BLACK
216059134,BRONX,,52,0,,,FALSE,,,,25-44,M,BLACK
156756671,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,WHITE HISPANIC
183780930,MANHATTAN,,32,0,,,TRUE,18-24,M,BLACK,25-44,M,BLACK
227221324,BROOKLYN,,79,0,,,FALSE,<18,M,BLACK,<18,M,BLACK
216651335,QUEENS,,101,0,,,FALSE,,,,18-24,M,BLACK
139891254,BROOKLYN,,67,0,,,FALSE,,,,18-24,F,BLACK
72236804,BROOKLYN,,81,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
59415611,BROOKLYN,,77,0,,,FALSE,25-44,M,BLACK,45-64,M,BLACK
55412131,QUEENS,,113,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
10187517,BRONX,,42,0,,NONE,FALSE,25-44,M,BLACK,18-24,M,BLACK
222529114,BRONX,,47,0,,,FALSE,,,,18-24,M,BLACK
221443747,QUEENS,,104,0,,,FALSE,,,,18-24,M,WHITE HISPANIC
59930744,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
211066102,MANHATTAN,,32,0,,,FALSE,,,,25-44,M,BLACK
217663594,BRONX,,47,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
182535482,BROOKLYN,,69,0,,,TRUE,18-24,M,BLACK,25-44,M,BLACK
232862807,BRONX,,42,0,,,FALSE,,,,25-44,M,BLACK
23444492,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,18-24,F,BLACK
229823899,BRONX,,40,0,,,FALSE,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
74505513,BROOKLYN,,75,0,,,TRUE,45-64,F,BLACK,45-64,F,BLACK
23525530,QUEENS,,113,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
84854142,BROOKLYN,,71,0,,SHOE STORE,FALSE,45-64,M,BLACK,<18,M,BLACK
11118192,BRONX,,41,0,,,TRUE,<18,M,BLACK,<18,M,WHITE HISPANIC
67359322,BROOKLYN,,70,0,,RESTAURANT/DINER,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
72512101,BROOKLYN,,69,0,,,TRUE,,,,18-24,F,BLACK
23354097,BROOKLYN,,83,0,,,FALSE,<18,M,BLACK,25-44,M,BLACK HISPANIC
154999120,BRONX,,44,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
236170275,MANHATTAN,,7,2,,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,25-44,F,BLACK HISPANIC
81813785,BRONX,,47,0,,,FALSE,,,,18-24,M,ASIAN / PACIFIC ISLANDER
25701536,BRONX,,46,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
163915442,QUEENS,,103,0,,,FALSE,,,,25-44,M,BLACK
28812355,MANHATTAN,,32,0,,MULTI DWELL - APT BUILD,FALSE,<18,M,BLACK,<18,M,BLACK HISPANIC
193118591,QUEENS,,115,1,,,TRUE,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
171081963,BRONX,,43,2,,MULTI DWELL - PUBLIC HOUS,TRUE,,,,18-24,M,WHITE HISPANIC
37656662,BRONX,,47,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
230451566,BROOKLYN,,69,0,,,FALSE,,,,25-44,M,BLACK
214366723,MANHATTAN,,24,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
152045226,BROOKLYN,,90,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,WHITE HISPANIC
156756667,BROOKLYN,,71,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
29210900,BRONX,,42,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
28523999,QUEENS,,105,0,,PVT HOUSE,TRUE,18-24,M,BLACK,25-44,F,BLACK
200408148,BRONX,,48,0,,,FALSE,,,,18-24,M,BLACK
82024026,MANHATTAN,,24,0,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK HISPANIC
78676056,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,F,BLACK,25-44,M,BLACK
85478184,BROOKLYN,,83,0,,,TRUE,,,,<18,M,BLACK
24930769,BRONX,,46,0,,,FALSE,UNKNOWN,M,UNKNOWN,18-24,M,WHITE HISPANIC
23601897,BROOKLYN,,75,0,,,TRUE,25-44,M,BLACK,18-24,M,BLACK
68152299,QUEENS,,113,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
144641952,BROOKLYN,,63,0,,,FALSE,,,,18-24,M,BLACK
164337369,QUEENS,,105,0,,,TRUE,25-44,M,BLACK,45-64,M,BLACK HISPANIC
48304782,BROOKLYN,,88,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
80102964,STATEN ISLAND,,120,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
46998153,BRONX,,48,0,,,TRUE,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
156246451,MANHATTAN,,32,0,,,TRUE,18-24,M,BLACK,25-44,M,BLACK
143613175,BROOKLYN,,76,0,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK HISPANIC
93741887,BRONX,,47,0,,MULTI DWELL - APT BUILD,TRUE,,,,25-44,M,BLACK
10454381,MANHATTAN,,23,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC
235088797,BROOKLYN,,63,0,,,FALSE,,,,18-24,M,BLACK
92952445,BRONX,,49,0,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
78188784,BROOKLYN,,67,0,,,FALSE,,,,25-44,M,BLACK
24814494,MANHATTAN,,10,0,,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,25-44,M,BLACK
50070601,BROOKLYN,,67,0,,,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK
85643664,QUEENS,,106,0,,,FALSE,,,,18-24,M,BLACK
25452379,MANHATTAN,,33,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
156442532,BROOKLYN,,71,0,,,FALSE,,,,18-24,M,BLACK
51844235,BRONX,,44,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,F,BLACK
12835948,QUEENS,,113,0,,PVT HOUSE,TRUE,18-24,M,BLACK,18-24,F,BLACK
23846685,BRONX,,46,0,,,TRUE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
86142906,QUEENS,,105,0,,,FALSE,,,,25-44,M,BLACK
60097570,MANHATTAN,,32,0,,MULTI DWELL - APT BUILD,TRUE,25-44,F,BLACK,25-44,M,BLACK
138811934,QUEENS,,106,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
155073471,BROOKLYN,,75,0,,,FALSE,,,,25-44,M,BLACK
79238544,QUEENS,,113,0,,DRY CLEANER/LAUNDRY,FALSE,18-24,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER
71421995,BROOKLYN,,75,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK,25-44,M,WHITE HISPANIC
81139259,BROOKLYN,,75,0,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK
193118595,QUEENS,,107,0,,,FALSE,,,,25-44,M,BLACK
66017111,BRONX,,44,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC
81685977,BRONX,,43,0,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,WHITE HISPANIC
