INCIDENT_KEY,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE
84452517,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK
217776764,BROOKLYN,,81,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
201483468,BRONX,,46,0,,,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK
61170268,MANHATTAN,,28,0,,,FALSE,,,,<18,M,BLACK
83292065,QUEENS,,105,0,,,FALSE,,,,18-24,M,BLACK
208437742,MANHATTAN,,30,0,,,TRUE,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC
153172812,BRONX,,45,0,,PVT HOUSE,TRUE,25-44,M,WHITE,25-44,F,WHITE
152559824,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
219975711,MANHATTAN,,28,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,<18,F,BLACK
155203418,QUEENS,,103,0,,PVT HOUSE,TRUE,,,,18-24,M,ASIAN / PACIFIC ISLANDER
27008268,MANHATTAN,,30,0,,,FALSE,UNKNOWN,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC
25932835,BROOKLYN,,81,0,,GROCERY/BODEGA,FALSE,18-24,M,BLACK,25-44,M,BLACK
32981965,BROOKLYN,,60,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,<18,M,BLACK
137804311,BROOKLYN,,69,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,<18,M,BLACK
221108948,BROOKLYN,,69,0,,,FALSE,,,,25-44,M,BLACK
82517243,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK
136687484,QUEENS,,113,0,,,TRUE,25-44,M,BLACK,18-24,M,BLACK
137516268,BRONX,,50,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
214948383,MANHATTAN,,34,0,,,FALSE,,,,18-24,M,WHITE HISPANIC
150102331,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,F,WHITE HISPANIC
215485024,BRONX,,47,0,,,FALSE,,,,<18,M,BLACK
157457579,BROOKLYN,,68,0,,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
73405769,QUEENS,,105,0,,COMMERCIAL BLDG,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
155509203,BROOKLYN,,83,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK HISPANIC
65539763,BROOKLYN,,81,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
214948378,MANHATTAN,,32,0,,,FALSE,,,,25-44,M,BLACK
165724973,BRONX,,48,0,,,TRUE,25-44,M,BLACK,18-24,M,BLACK HISPANIC
137297906,BROOKLYN,,69,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK
80484245,QUEENS,,113,0,,PVT HOUSE,FALSE,18-24,M,BLACK,18-24,M,BLACK
86545759,BRONX,,49,0,,FACTORY/WAREHOUSE,FALSE,,,,18-24,M,WHITE HISPANIC
55256116,QUEENS,,103,0,,,TRUE,,,,25-44,M,BLACK
82323151,BROOKLYN,,68,0,,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE
160509029,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,FALSE,,,,<18,M,BLACK
189908010,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,25-44,M,BLACK
190245037,BRONX,,44,0,,,TRUE,25-44,M,BLACK HISPANIC,25-44,M,BLACK
28946343,BROOKLYN,,75,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
61547633,BROOKLYN,,75,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
51239106,QUEENS,,103,0,,,FALSE,25-44,M,BLACK,45-64,M,BLACK
28224895,QUEENS,,113,0,,BEAUTY/NAIL SALON,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
84817119,BROOKLYN,,73,0,,,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK
79378503,BROOKLYN,,75,0,,PVT HOUSE,FALSE,25-44,M,BLACK,18-24,M,BLACK
164337370,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK HISPANIC
143600774,QUEENS,,109,0,,,FALSE,,,,18-24,M,BLACK
73744148,BROOKLYN,,67,0,,,TRUE,,,,25-44,M,BLACK
78886510,BROOKLYN,,62,0,,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC
148865203,BRONX,,46,0,,,TRUE,18-24,M,BLACK HISPANIC,<18,M,BLACK
68250810,BRONX,,44,0,,,TRUE,,,,25-44,M,WHITE HISPANIC
34545403,BROOKLYN,,75,0,,LIQUOR STORE,FALSE,25-44,M,BLACK,18-24,M,BLACK
65064048,BROOKLYN,,77,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
9953250,QUEENS,,114,0,,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,25-44,M,BLACK
89251458,BROOKLYN,,69,0,,,TRUE,,,,18-24,M,BLACK
85556744,QUEENS,,113,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
206843561,BROOKLYN,,67,0,,,FALSE,,,,25-44,M,BLACK
176214208,QUEENS,,113,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK
157852473,QUEENS,,113,0,,,FALSE,,,,25-44,M,BLACK
178564736,BROOKLYN,,67,0,,PVT HOUSE,FALSE,,,,25-44,M,BLACK
144230305,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,M,BLACK
80592973,MANHATTAN,,23,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,UNKNOWN,<18,M,BLACK
92403239,BROOKLYN,,75,0,,,FALSE,,,,<18,M,BLACK HISPANIC
34078656,BRONX,,45,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,45-64,M,WHITE
214215425,BROOKLYN,,71,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
87801408,BROOKLYN,,73,0,,,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK
23525522,BRONX,,42,0,,,FALSE,25-44,M,BLACK,45-64,M,BLACK
71421996,MANHATTAN,,7,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK
201765788,QUEENS,,103,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
33478089,BROOKLYN,,70,0,,,FALSE,65,M,BLACK,25-44,F,BLACK
78040436,BRONX,,41,0,,,FALSE,,,,<18,M,BLACK
74036122,BRONX,,40,0,,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK
54324350,BROOKLYN,,75,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK
155169125,QUEENS,,100,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK
81228747,BROOKLYN,,75,0,,GROCERY/BODEGA,FALSE,,,,25-44,M,BLACK
148620808,BROOKLYN,,81,0,,,FALSE,,,,18-24,M,BLACK
46141345,QUEENS,,100,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,U,UNKNOWN,18-24,F,BLACK
75477411,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,UNKNOWN,<18,M,BLACK
163875943,BRONX,,40,0,,,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK
212170021,BRONX,,49,0,,,FALSE,45-64,M,BLACK,25-44,M,BLACK
193026088,QUEENS,,105,0,,,FALSE,,,,25-44,M,BLACK
24997736,BROOKLYN,,75,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC
80879662,MANHATTAN,,23,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
150543224,MANHATTAN,,32,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
75514615,BROOKLYN,,70,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
197691091,BROOKLYN,,75,0,,,TRUE,,,,25-44,M,BLACK
23354069,BRONX,,47,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
16631444,BRONX,,41,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
25095840,BRONX,,46,0,,,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK
155640452,BRONX,,48,0,,,FALSE,18-24,M,BLACK,45-64,F,WHITE HISPANIC
28848166,QUEENS,,105,0,,,FALSE,UNKNOWN,M,UNKNOWN,18-24,M,BLACK
23822595,BRONX,,48,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,M,BLACK
50459052,BROOKLYN,,69,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
61144235,BROOKLYN,,84,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK
140173011,BRONX,,42,0,,,FALSE,18-24,M,WHITE HISPANIC,<18,M,BLACK
80184464,BROOKLYN,,67,0,,,TRUE,<18,M,BLACK,25-44,M,BLACK
78452334,BRONX,,47,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,F,BLACK
205862274,BROOKLYN,,81,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
73940073,BROOKLYN,,84,0,,MULTI DWELL - APT BUILD,TRUE,,,,25-44,M,WHITE
139601977,BRONX,,44,2,,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,25-44,M,BLACK
89155391,BROOKLYN,,75,0,,,FALSE,,,,18-24,M,BLACK
78380446,BROOKLYN,,67,0,,PVT HOUSE,FALSE,18-24,M,BLACK,25-44,M,BLACK
16814048,BROOKLYN,,67,0,,NONE,FALSE,18-24,M,BLACK,25-44,M,BLACK
86870746,QUEENS,,103,0,,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,18-24,M,BLACK HISPANIC
92403278,BROOKLYN,,77,0,,,TRUE,,,,18-24,M,BLACK
25738129,BRONX,,46,0,,PVT HOUSE,FALSE,UNKNOWN,M,UNKNOWN,18-24,M,BLACK
61961053,BRONX,,49,2,,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,18-24,M,BLACK
45970311,QUEENS,,113,0,,DRY CLEANER/LAUNDRY,FALSE,UNKNOWN,M,BLACK,18-24,F,BLACK
93068399,BROOKLYN,,75,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
69729913,QUEENS,,114,0,,,TRUE,18-24,M,BLACK,45-64,M,WHITE
217368569,BROOKLYN,,77,0,,,FALSE,,,,18-24,M,BLACK
69740436,BRONX,,48,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC
220154694,QUEENS,,113,0,,PVT HOUSE,FALSE,18-24,M,BLACK,18-24,M,BLACK
143096852,BROOKLYN,,81,0,,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK
207824248,QUEENS,,115,0,,,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
94424905,BRONX,,46,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,<18,M,WHITE HISPANIC
23354098,BROOKLYN,,70,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
93081406,BRONX,,48,0,,,FALSE,,,,18-24,M,BLACK
23444493,BROOKLYN,,83,0,,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK
79230548,BRONX,,43,0,,,FALSE,,,,25-44,M,BLACK
153907004,BROOKLYN,,71,0,,,FALSE,,,,25-44,M,BLACK
152736116,MANHATTAN,,10,2,,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,18-24,M,BLACK
33075859,QUEENS,,105,0,,RESTAURANT/DINER,FALSE,18-24,M,BLACK,18-24,M,BLACK
165014942,BRONX,,46,0,,,TRUE,25-44,M,WHITE HISPANIC,18-24,M,BLACK
55388869,BRONX,,42,0,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
144774530,BRONX,,46,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK HISPANIC
79780290,BRONX,,43,0,,,FALSE,,,,25-44,M,BLACK
183610025,BROOKLYN,,70,0,,MULTI DWELL - APT BUILD,TRUE,18-24,M,WHITE HISPANIC,18-24,M,ASIAN / PACIFIC ISLANDER
152045460,BRONX,,44,0,,,FALSE,<18,M,BLACK HISPANIC,18-24,M,BLACK
24814507,QUEENS,,109,0,,,FALSE,18-24,M,WHITE HISPANIC,<18,M,WHITE HISPANIC
186514854,BRONX,,52,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
37523045,QUEENS,,110,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,U,UNKNOWN,45-64,F,WHITE HISPANIC
54154417,QUEENS,,102,0,,PVT HOUSE,TRUE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
81845290,BROOKLYN,,75,0,,GROCERY/BODEGA,FALSE,,,,<18,M,BLACK
85910307,BROOKLYN,,77,0,,,FALSE,,,,25-44,M,BLACK
10619053,BROOKLYN,,73,0,,NONE,FALSE,18-24,M,BLACK,25-44,M,BLACK
84768970,BRONX,,46,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
142169533,BRONX,,43,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
10713401,BRONX,,48,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
23934577,BROOKLYN,,75,0,,,TRUE,18-24,M,BLACK,<18,M,BLACK
78199169,BRONX,,46,0,,,FALSE,<18,M,BLACK,<18,M,BLACK
79248727,BRONX,,52,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
82434575,QUEENS,,113,0,,GROCERY/BODEGA,FALSE,18-24,M,BLACK,18-24,M,BLACK
23354053,BRONX,,48,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK HISPANIC,65,M,BLACK HISPANIC
212640102,BRONX,,49,0,,,TRUE,45-64,M,WHITE,45-64,M,WHITE HISPANIC
62328878,BROOKLYN,,77,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
187985493,STATEN ISLAND,,121,0,,GROCERY/BODEGA,FALSE,25-44,M,BLACK,25-44,M,BLACK
74675086,BRONX,,41,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,WHITE HISPANIC
66170353,QUEENS,,110,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
25574778,QUEENS,,101,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
163254813,BROOKLYN,,81,0,,GROCERY/BODEGA,FALSE,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER
190413384,BROOKLYN,,75,0,,BAR/NIGHT CLUB,FALSE,,,,18-24,M,WHITE HISPANIC
141397285,QUEENS,,113,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
46221903,BROOKLYN,,69,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK HISPANIC
198255459,MANHATTAN,,33,0,,,TRUE,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC
187535838,BROOKLYN,,77,0,,,FALSE,18-24,M,BLACK,18-24,M,WHITE HISPANIC
109548291,BROOKLYN,,75,0,,,FALSE,,,,25-44,M,BLACK
66871428,BROOKLYN,,75,0,,PVT HOUSE,TRUE,,,,25-44,M,BLACK
203041432,QUEENS,,101,2,,MULTI DWELL - PUBLIC HOUS,TRUE,,,,18-24,M,BLACK
221608595,BRONX,,48,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
72342330,MANHATTAN,,28,0,,MULTI DWELL - APT BUILD,TRUE,,,,25-44,M,BLACK HISPANIC
